"timestamp","voltage","voltage_scaled"
"2022-09-27T11:39:08.248843","-2.76e-05",""
"2022-09-27T11:39:12.272523","-3.22e-05",""
"2022-09-27T11:39:16.296165","-3.36e-05",""
"2022-09-27T11:39:20.319465","-3.63e-05",""
"2022-09-27T11:39:24.343030","-3.77e-05",""
"2022-09-27T11:39:28.365970","-4.72e-05",""
"2022-09-27T11:39:32.389165","-4.58e-05",""
"2022-09-27T11:39:36.413079","-4.7e-05",""
"2022-09-27T11:39:40.436730","-4.32e-05",""
"2022-09-27T11:39:44.460285","-4.39e-05",""
"2022-09-27T11:39:48.483780","-4.5e-05",""
"2022-09-27T11:39:52.507211","-4.75e-05",""
"2022-09-27T11:39:56.531172","-4.81e-05",""
"2022-09-27T11:40:00.554503","-5.02e-05",""
"2022-09-27T11:40:04.577373","-5.12e-05",""
"2022-09-27T11:40:08.600987","-4.91e-05",""
"2022-09-27T11:40:12.628197","-4.84e-05",""
"2022-09-27T11:40:16.651823","-5e-05",""
"2022-09-27T11:40:20.675303","-5.7e-05",""
"2022-09-27T11:40:24.699088","-5.45e-05",""
"2022-09-27T11:40:28.721886","-5.62e-05",""
"2022-09-27T11:40:32.745816","-5.88e-05",""
"2022-09-27T11:40:36.769436","-5.79e-05",""
"2022-09-27T11:40:40.792977","-5.53e-05",""
"2022-09-27T11:40:44.816451","-5.56e-05",""
"2022-09-27T11:40:48.839890","-5.37e-05",""
"2022-09-27T11:40:52.863249","-5.18e-05",""
"2022-09-27T11:40:56.886675","-4.89e-05",""
"2022-09-27T11:41:00.909993","-4.92e-05",""
"2022-09-27T11:41:04.933615","-5.01e-05",""
"2022-09-27T11:41:08.957123","-5.39e-05",""
"2022-09-27T11:41:12.980898","-5.61e-05",""
"2022-09-27T11:41:17.004581","-5.46e-05",""
"2022-09-27T11:41:21.027757","-5.99e-05",""
"2022-09-27T11:41:25.051366","-5.69e-05",""
"2022-09-27T11:41:29.075007","-5.7e-05",""
"2022-09-27T11:41:33.098191","-6.09e-05",""
"2022-09-27T11:41:37.121803","-5.89e-05",""
"2022-09-27T11:41:41.144992","-5.76e-05",""
"2022-09-27T11:41:45.168817","-5.68e-05",""
"2022-09-27T11:41:49.191689","-5.74e-05",""
"2022-09-27T11:41:53.215865","-5.88e-05",""
"2022-09-27T11:41:57.239795","-5.58e-05",""
"2022-09-27T11:42:01.263405","-5.87e-05",""
"2022-09-27T11:42:05.286994","-5.61e-05",""
"2022-09-27T11:42:09.310020","-5.41e-05",""
"2022-09-27T11:42:13.333974","-5.63e-05",""
"2022-09-27T11:42:17.357195","-5.22e-05",""
"2022-09-27T11:42:21.380553","-5.34e-05",""
"2022-09-27T11:42:25.404143","-4.89e-05",""
"2022-09-27T11:42:29.427608","-5.59e-05",""
"2022-09-27T11:42:33.450743","-6.28e-05",""
"2022-09-27T11:42:37.474265","-6.44e-05",""
"2022-09-27T11:42:41.497966","-6.41e-05",""
"2022-09-27T11:42:45.521798","-6.14e-05",""
"2022-09-27T11:42:49.545299","-6.25e-05",""
"2022-09-27T11:42:53.568997","-6.09e-05",""
"2022-09-27T11:42:57.592514","-6.03e-05",""
"2022-09-27T11:43:01.616132","-6.01e-05",""
"2022-09-27T11:43:05.639586","-5.7e-05",""
"2022-09-27T11:43:09.663141","-6.06e-05",""
"2022-09-27T11:43:13.686628","-6.39e-05",""
"2022-09-27T11:43:17.710064","-6.06e-05",""
"2022-09-27T11:43:21.734157","-6.04e-05",""
"2022-09-27T11:43:25.757619","-6.92e-05",""
"2022-09-27T11:43:29.781423","-6.8e-05",""
"2022-09-27T11:43:33.805050","-7.19e-05",""
"2022-09-27T11:43:37.828806","-6.82e-05",""
"2022-09-27T11:43:41.852313","-6.47e-05",""
"2022-09-27T11:43:45.875758","-6.51e-05",""
"2022-09-27T11:43:49.899368","-0.0002008",""
"2022-09-27T11:43:53.922787","-0.0002081",""
"2022-09-27T11:43:57.946440","-0.0002062",""
"2022-09-27T11:44:01.969985","-0.0002095",""
"2022-09-27T11:44:05.993485","-0.0002099",""
"2022-09-27T11:44:10.017078","-0.000213",""
"2022-09-27T11:44:14.041149","-0.0002119",""
"2022-09-27T11:44:18.064642","-0.0002112",""
"2022-09-27T11:44:22.087961","-0.0002141",""
"2022-09-27T11:44:26.111604","-0.0002143",""
"2022-09-27T11:44:30.135305","-0.0002015",""
"2022-09-27T11:44:34.158882","-0.0002037",""
"2022-09-27T11:44:38.182316","-0.0002067",""
"2022-09-27T11:44:42.205996","-0.0002129",""
"2022-09-27T11:44:46.228642","-0.0002111",""
"2022-09-27T11:44:50.252886","-0.0002133",""
"2022-09-27T11:44:54.276800","-0.0002112",""
"2022-09-27T11:44:58.300818","-0.0002108",""
"2022-09-27T11:45:02.324278","-0.000211",""
"2022-09-27T11:45:06.347841","-0.0002124",""
"2022-09-27T11:45:10.371289","-0.000213",""
"2022-09-27T11:45:14.395040","-0.0002136",""
"2022-09-27T11:45:18.418371","-0.0002141",""
"2022-09-27T11:45:22.442032","-0.000214",""
"2022-09-27T11:45:26.465719","-0.0002131",""
"2022-09-27T11:45:30.489210","-0.0002115",""
"2022-09-27T11:45:34.512625","-0.0002106",""
"2022-09-27T11:45:38.535999","-0.0002122",""
"2022-09-27T11:45:42.559195","-0.0002115",""
"2022-09-27T11:45:46.582020","-0.0002145",""
"2022-09-27T11:45:50.606133","-0.0002169",""
"2022-09-27T11:45:54.629978","-0.0002152",""
"2022-09-27T11:45:58.653560","-0.0002155",""
"2022-09-27T11:46:02.677029","-0.0002168",""
"2022-09-27T11:46:06.699817","-0.0002171",""
"2022-09-27T11:46:10.726622","-0.0002187",""
"2022-09-27T11:46:14.750128","-0.00022",""
"2022-09-27T11:46:18.773840","-0.0002227",""
"2022-09-27T11:46:22.797527","-0.0002244",""
"2022-09-27T11:46:26.820956","-0.0002224",""
"2022-09-27T11:46:30.844446","-0.0002204",""
"2022-09-27T11:46:34.867728","-0.0002176",""
"2022-09-27T11:46:38.891471","-0.0002189",""
"2022-09-27T11:46:42.914963","-0.0002194",""
"2022-09-27T11:46:46.938086","-0.0002217",""
"2022-09-27T11:46:50.961411","-0.0002195",""
"2022-09-27T11:46:54.985149","-0.000221",""
"2022-09-27T11:46:59.008576","-0.0002207",""
"2022-09-27T11:47:03.031959","-0.0002222",""
"2022-09-27T11:47:07.055558","-0.0002236",""
"2022-09-27T11:47:11.078826","-0.0002234",""
"2022-09-27T11:47:15.102739","-0.0002216",""
"2022-09-27T11:47:19.130774","-0.0002209",""
"2022-09-27T11:47:23.154267","-0.0002209",""
"2022-09-27T11:47:27.177757","-0.0002199",""
"2022-09-27T11:47:31.201378","-0.000221",""
"2022-09-27T11:47:35.225006","-0.0002208",""
"2022-09-27T11:47:39.248570","-0.0002183",""
"2022-09-27T11:47:43.272172","-0.0002181",""
"2022-09-27T11:47:47.295932","-0.0002181",""
"2022-09-27T11:47:51.319370","-0.0002171",""
"2022-09-27T11:47:55.345918","-0.0002195",""
"2022-09-27T11:47:59.369393","-0.000221",""
"2022-09-27T11:48:03.392770","-0.0002217",""
"2022-09-27T11:48:07.416454","-0.0002233",""
"2022-09-27T11:48:11.440011","-0.0002216",""
"2022-09-27T11:48:15.463588","-0.0002233",""
"2022-09-27T11:48:19.486986","-0.0002243",""
"2022-09-27T11:48:23.509565","-0.0002251",""
"2022-09-27T11:48:27.533621","-0.0002215",""
"2022-09-27T11:48:31.557318","-0.0002202",""
"2022-09-27T11:48:35.581002","-0.0002218",""
"2022-09-27T11:48:39.604250","-0.0002218",""
"2022-09-27T11:48:43.627653","-0.0002178",""
"2022-09-27T11:48:47.651168","-0.0002162",""
"2022-09-27T11:48:51.675246","-0.0002163",""
"2022-09-27T11:48:55.698754","-0.0002158",""
"2022-09-27T11:48:59.722464","-0.0002171",""
"2022-09-27T11:49:03.745933","-0.000217",""
"2022-09-27T11:49:07.769528","-0.0002155",""
"2022-09-27T11:49:11.792965","-0.000216",""
"2022-09-27T11:49:15.816598","-0.0002132",""
"2022-09-27T11:49:19.839747","-0.000214",""
"2022-09-27T11:49:23.863548","-0.0002133",""
"2022-09-27T11:49:27.887011","-0.0002112",""
"2022-09-27T11:49:31.910580","-0.0002113",""
"2022-09-27T11:49:35.934193","-0.0002117",""
"2022-09-27T11:49:39.957605","-0.0002131",""
"2022-09-27T11:49:43.981410","-0.0002113",""
"2022-09-27T11:49:48.004997","-0.0002119",""
"2022-09-27T11:49:52.028915","-0.0002133",""
"2022-09-27T11:49:56.052271","-0.0002134",""
"2022-09-27T11:50:00.075215","-0.00021",""
"2022-09-27T11:50:04.099018","-0.0002105",""
"2022-09-27T11:50:08.122527","-0.0002108",""
"2022-09-27T11:50:12.146277","-0.0002116",""
"2022-09-27T11:50:16.170021","-0.0002187",""
"2022-09-27T11:50:20.193827","-0.0002194",""
"2022-09-27T11:50:24.217732","-0.0002162",""
"2022-09-27T11:50:28.241222","-0.000215",""
"2022-09-27T11:50:32.264864","-0.0002148",""
"2022-09-27T11:50:36.288496","-0.0002146",""
"2022-09-27T11:50:40.312254","-0.0002174",""
"2022-09-27T11:50:44.335933","-0.0002166",""
"2022-09-27T11:50:48.359592","-0.0002169",""
"2022-09-27T11:50:52.383142","-0.0002171",""
"2022-09-27T11:50:56.406321","-0.000216",""
"2022-09-27T11:51:00.430349","-0.0002169",""
"2022-09-27T11:51:04.454170","-0.000216",""
"2022-09-27T11:51:08.477742","-0.0002178",""
"2022-09-27T11:51:12.501235","-0.0002168",""
"2022-09-27T11:51:16.524953","-0.0002156",""
"2022-09-27T11:51:20.548312","-0.0002165",""
"2022-09-27T11:51:24.572072","-0.0002174",""
"2022-09-27T11:51:28.595239","-0.0002172",""
"2022-09-27T11:51:32.618690","-0.0002148",""
"2022-09-27T11:51:36.642403","-0.0002186",""
"2022-09-27T11:51:40.666003","-0.0002199",""
"2022-09-27T11:51:44.689467","-0.0002218",""
"2022-09-27T11:51:48.712922","-0.00022",""
"2022-09-27T11:51:52.735863","-0.0002195",""
"2022-09-27T11:51:56.759702","-0.0002204",""
"2022-09-27T11:52:00.783708","-0.000222",""
"2022-09-27T11:52:04.807792","-0.0002212",""
"2022-09-27T11:52:08.831531","-0.0002219",""
"2022-09-27T11:52:12.855312","-0.0002222",""
"2022-09-27T11:52:16.878886","-0.0002214",""
"2022-09-27T11:52:20.901702","-0.0002225",""
"2022-09-27T11:52:24.927682","-0.0002158",""
"2022-09-27T11:52:28.950869","-0.0002029",""
"2022-09-27T11:52:32.974663","-0.0002013",""
"2022-09-27T11:52:36.997846","-0.0002001",""
"2022-09-27T11:52:41.021603","-0.0002",""
"2022-09-27T11:52:45.044911","-0.0001998",""
"2022-09-27T11:52:49.071040","-0.0002004",""
"2022-09-27T11:52:53.094629","-0.0002024",""
"2022-09-27T11:52:57.117325","-0.0002021",""
"2022-09-27T11:53:01.141397","-0.0002008",""
"2022-09-27T11:53:05.165195","-0.0002055",""
"2022-09-27T11:53:09.188584","-0.0002039",""
"2022-09-27T11:53:13.211975","-0.0002026",""
"2022-09-27T11:53:17.235580","-0.0001989",""
"2022-09-27T11:53:21.259027","-0.0001998",""
"2022-09-27T11:53:25.282502","-0.0001994",""
"2022-09-27T11:53:29.306403","-0.0001984",""
"2022-09-27T11:53:33.329950","-0.0001991",""
