"timestamp","voltage","voltage_scaled"
"2022-11-29T12:59:21.507352","0","0.0"
"2022-11-29T13:09:22.377729","1000","0.2857142857142857"
"2022-11-29T13:19:23.273214","2000","0.5714285714285714"
"2022-11-29T13:29:24.131327","3000","0.8571428571428571"
"2022-11-29T13:39:25.139877","4000","1.1428571428571428"
"2022-11-29T13:49:26.152070","5000","1.4285714285714286"
"2022-11-29T13:59:27.170988","6000","1.7142857142857142"
"2022-11-29T14:09:27.986146","7000","2.0"
"2022-11-29T14:19:28.993336","8000","2.2857142857142856"
"2022-11-29T14:29:29.909636","9000","2.5714285714285716"
"2022-11-29T14:39:30.976585","10000","2.857142857142857"
"2022-11-29T14:49:32.015884","11000","3.142857142857143"
"2022-11-29T14:59:32.812319","12000","3.4285714285714284"
"2022-11-29T15:09:33.681546","13000","3.7142857142857144"
"2022-11-29T15:19:34.515475","14000","4.0"
"2022-11-29T15:29:35.373349","15000","4.285714285714286"
"2022-11-29T15:39:36.303993","16000","4.571428571428571"
"2022-11-29T15:49:37.339114","17000","4.857142857142857"
"2022-11-29T15:59:38.362167","18000","5.142857142857143"
"2022-11-29T16:09:39.282464","19000","5.428571428571429"
